# Iteration 24813, is_converged_ 1
# Heat flux: -0.548867
0 0 1
0 0.01 1
0 0.02 1
0 0.03 1
0 0.04 1
0 0.05 1
0 0.06 1
0 0.07 1
0 0.08 1
0 0.09 1
0 0.1 1
0 0.11 1
0 0.12 1
0 0.13 1
0 0.14 1
0 0.15 1
0 0.16 1
0 0.17 1
0 0.18 1
0 0.19 1
0 0.2 1
0 0.21 1
0 0.22 1
0 0.23 1
0 0.24 1
0 0.25 1
0 0.26 1
0 0.27 1
0 0.28 1
0 0.29 1
0 0.3 1
0 0.31 1
0 0.32 1
0 0.33 1
0 0.34 1
0 0.35 1
0 0.36 1
0 0.37 1
0 0.38 1
0 0.39 1
0 0.4 1
0 0.41 1
0 0.42 1
0 0.43 1
0 0.44 1
0 0.45 1
0 0.46 1
0 0.47 1
0 0.48 1
0 0.49 1
0 0.5 1
0 0.51 1
0 0.52 1
0 0.53 1
0 0.54 1
0 0.55 1
0 0.56 1
0 0.57 1
0 0.58 1
0 0.59 1
0 0.6 1
0 0.61 1
0 0.62 1
0 0.63 1
0 0.64 1
0 0.65 1
0 0.66 1
0 0.67 1
0 0.68 1
0 0.69 1
0 0.7 1
0 0.71 1
0 0.72 1
0 0.73 1
0 0.74 1
0 0.75 1
0 0.76 1
0 0.77 1
0 0.78 1
0 0.79 1
0 0.8 1
0 0.81 1
0 0.82 1
0 0.83 1
0 0.84 1
0 0.85 1
0 0.86 1
0 0.87 1
0 0.88 1
0 0.89 1
0 0.9 1
0 0.91 1
0 0.92 1
0 0.93 1
0 0.94 1
0 0.95 1
0 0.96 1
0 0.97 1
0 0.98 1
0 0.99 1

0.01 0 0.993788
0.01 0.01 0.993833
0.01 0.02 0.993879
0.01 0.03 0.993929
0.01 0.04 0.993981
0.01 0.05 0.994035
0.01 0.06 0.994091
0.01 0.07 0.994148
0.01 0.08 0.994206
0.01 0.09 0.994266
0.01 0.1 0.994326
0.01 0.11 0.994387
0.01 0.12 0.994448
0.01 0.13 0.994509
0.01 0.14 0.994569
0.01 0.15 0.994629
0.01 0.16 0.994688
0.01 0.17 0.994746
0.01 0.18 0.994803
0.01 0.19 0.994858
0.01 0.2 0.994912
0.01 0.21 0.994964
0.01 0.22 0.995014
0.01 0.23 0.995061
0.01 0.24 0.995106
0.01 0.25 0.995149
0.01 0.26 0.995189
0.01 0.27 0.995227
0.01 0.28 0.995262
0.01 0.29 0.995293
0.01 0.3 0.995322
0.01 0.31 0.995348
0.01 0.32 0.99537
0.01 0.33 0.99539
0.01 0.34 0.995406
0.01 0.35 0.995418
0.01 0.36 0.995428
0.01 0.37 0.995434
0.01 0.38 0.995437
0.01 0.39 0.995436
0.01 0.4 0.995432
0.01 0.41 0.995425
0.01 0.42 0.995414
0.01 0.43 0.9954
0.01 0.44 0.995383
0.01 0.45 0.995362
0.01 0.46 0.995338
0.01 0.47 0.995312
0.01 0.48 0.995282
0.01 0.49 0.995249
0.01 0.5 0.995213
0.01 0.51 0.995175
0.01 0.52 0.995133
0.01 0.53 0.99509
0.01 0.54 0.995043
0.01 0.55 0.994995
0.01 0.56 0.994944
0.01 0.57 0.994892
0.01 0.58 0.994838
0.01 0.59 0.994782
0.01 0.6 0.994724
0.01 0.61 0.994666
0.01 0.62 0.994606
0.01 0.63 0.994546
0.01 0.64 0.994486
0.01 0.65 0.994425
0.01 0.66 0.994364
0.01 0.67 0.994303
0.01 0.68 0.994243
