003 -1.00658
005 -1.00551
007 -1.00406
009 -1.00225
011 -1.00008
013 -0.997573
015 -0.99472
017 -0.991531
019 -0.988011
021 -0.984166
023 -0.980001
025 -0.97552
027 -0.970731
029 -0.965636
031 -0.960244
033 -0.954557
035 -0.948582
037 -0.942325
039 -0.935791
041 -0.928986
043 -0.921914
045 -0.914581
047 -0.906993
049 -0.899155
051 -0.891072
053 -0.882749
055 -0.874191
057 -0.865402
059 -0.856387
061 -0.84715
063 -0.837695
065 -0.828025
067 -0.818145
069 -0.808057
071 -0.797764
073 -0.787266
075 -0.776568
077 -0.765668
079 -0.754568
