# Iteration 20275, is_converged_ 1
0 0 1
0 0.01 1
0 0.02 1
0 0.03 1
0 0.04 1
0 0.05 1
0 0.06 1
0 0.07 1
0 0.08 1
0 0.09 1
0 0.1 1
0 0.11 1
0 0.12 1
0 0.13 1
0 0.14 1
0 0.15 1
0 0.16 1
0 0.17 1
0 0.18 1
0 0.19 1
0 0.2 1
0 0.21 1
0 0.22 1
0 0.23 1
0 0.24 1
0 0.25 1
0 0.26 1
0 0.27 1
0 0.28 1
0 0.29 1
0 0.3 1
0 0.31 1
0 0.32 1
0 0.33 1
0 0.34 1
0 0.35 1
0 0.36 1
0 0.37 1
0 0.38 1
0 0.39 1
0 0.4 1
0 0.41 1
0 0.42 1
0 0.43 1
0 0.44 1
0 0.45 1
0 0.46 1
0 0.47 1
0 0.48 1
0 0.49 1
0 0.5 1
0 0.51 1
0 0.52 1
0 0.53 1
0 0.54 1
0 0.55 1
0 0.56 1
0 0.57 1
0 0.58 1
0 0.59 1
0 0.6 1
0 0.61 1
0 0.62 1
0 0.63 1
0 0.64 1
0 0.65 1
0 0.66 1
0 0.67 1
0 0.68 1
0 0.69 1
0 0.7 1
0 0.71 1
0 0.72 1
0 0.73 1
0 0.74 1
0 0.75 1
0 0.76 1
0 0.77 1
0 0.78 1
0 0.79 1
0 0.8 1
0 0.81 1
0 0.82 1
0 0.83 1
0 0.84 1
0 0.85 1
0 0.86 1
0 0.87 1
0 0.88 1
0 0.89 1
0 0.9 1
0 0.91 1
0 0.92 1
0 0.93 1
0 0.94 1
0 0.95 1
0 0.96 1
0 0.97 1
0 0.98 1
0 0.99 1

0.01 0 0.997381
0.01 0.01 0.997381
0.01 0.02 0.997379
0.01 0.03 0.997375
0.01 0.04 0.997369
0.01 0.05 0.997361
0.01 0.06 0.997351
0.01 0.07 0.99734
0.01 0.08 0.997326
0.01 0.09 0.997311
0.01 0.1 0.997293
0.01 0.11 0.997274
0.01 0.12 0.997254
0.01 0.13 0.997231
0.01 0.14 0.997207
0.01 0.15 0.997181
0.01 0.16 0.997154
0.01 0.17 0.997125
0.01 0.18 0.997095
0.01 0.19 0.997064
0.01 0.2 0.997031
0.01 0.21 0.996998
0.01 0.22 0.996963
0.01 0.23 0.996928
0.01 0.24 0.996891
0.01 0.25 0.996854
0.01 0.26 0.996817
0.01 0.27 0.996779
0.01 0.28 0.996741
0.01 0.29 0.996703
0.01 0.3 0.996665
0.01 0.31 0.996627
0.01 0.32 0.99659
0.01 0.33 0.996554
0.01 0.34 0.996518
0.01 0.35 0.996483
0.01 0.36 0.996449
0.01 0.37 0.996417
0.01 0.38 0.996386
0.01 0.39 0.996356
0.01 0.4 0.996329
0.01 0.41 0.996303
0.01 0.42 0.99628
0.01 0.43 0.996258
0.01 0.44 0.99624
0.01 0.45 0.996223
0.01 0.46 0.99621
0.01 0.47 0.996199
0.01 0.48 0.99619
0.01 0.49 0.996185
0.01 0.5 0.996182
0.01 0.51 0.996182
0.01 0.52 0.996185
0.01 0.53 0.996191
0.01 0.54 0.996199
0.01 0.55 0.99621
0.01 0.56 0.996224
0.01 0.57 0.99624
0.01 0.58 0.996259
0.01 0.59 0.99628
0.01 0.6 0.996303
0.01 0.61 0.996328
0.01 0.62 0.996355
0.01 0.63 0.996384
0.01 0.64 0.996414
0.01 0.65 0.996445
0.01 0.66 0.996478
0.01 0.67 0.996512
0.01 0.68 0.996547
0.01 0.69 0.996582
