003 -1.00458
004 -1.00368
005 -1.00219
006 -1.00027
007 -0.997964
008 -0.995302
009 -0.992302
010 -0.988979
011 -0.985342
012 -0.981403
013 -0.977171
014 -0.972655
015 -0.967865
016 -0.96281
017 -0.9575
018 -0.951943
019 -0.94615
020 -0.940128
021 -0.933887
022 -0.927436
023 -0.920784
024 -0.91394
025 -0.906911
026 -0.899707
027 -0.892336
028 -0.884805
029 -0.877123
030 -0.869296
031 -0.861332
032 -0.853238
033 -0.845021
034 -0.836687
035 -0.828243
036 -0.819693
037 -0.811045
038 -0.802303
039 -0.793472
040 -0.784558
041 -0.775565
042 -0.766498
043 -0.75736
044 -0.748155
045 -0.738888
046 -0.729562
047 -0.72018
048 -0.710745
049 -0.70126
050 -0.691728
051 -0.68215
052 -0.672531
053 -0.662871
054 -0.653172
055 -0.643437
056 -0.633667
057 -0.623863
058 -0.614026
059 -0.604158
060 -0.59426
061 -0.584331
062 -0.574374
063 -0.564387
064 -0.554371
065 -0.544326
066 -0.534252
067 -0.524147
068 -0.514012
069 -0.503844
070 -0.493642
071 -0.483405
072 -0.473129
073 -0.462812
074 -0.45245
075 -0.44204
076 -0.431576
077 -0.421053
078 -0.410463
079 -0.399799
080 -0.38905
081 -0.378206
082 -0.367252
083 -0.356172
084 -0.344946
085 -0.333549
086 -0.321952
087 -0.310115
088 -0.29799
089 -0.285516
090 -0.272609
091 -0.259157
092 -0.245001
093 -0.229906
094 -0.213506
095 -0.195177
096 -0.173722
097 -0.146389
